No;cleaning;label;dimensi_MBI;catatan
197;seringnya da capek kerja males nyetrika wkwk;burnout;EE;-
198;mau cepet cepet februari;tidak_burnout;tidak_burnout;-
199;capek kerja tp mau bernti msh bnyak kbthan smga sehat sllu bdanku;burnout;CY;-
200;memasuki suasana jumat capek kerja pengen terbang ke bali for the weekend core;burnout;EE;-
201;gatau nder udah capek kerja;burnout;EE;-
202;hal yang dilakukan ketika capek kerja vc sama mama papa langsung jadi semangat lagi;tidak_burnout;tidak_burnout;-
203;nda perlu capek kerja lagi nda perlu ktemu berbagai macam sifat manusia dan nda ketemu lingkungan yg toxic lagi;burnout;CY;-
204;capek kerja mulu woi;burnout;EE;-
205;ngapain lari mending jadi zombie juga biar ngga capekcapek kerja tiap hari untuk beli makanan;burnout;CY;sarkasme-CY
206;gaji makin gede pajaknya juga gede udh capek kerja dipalakin juga;burnout;RPA;sarkasme-RPA
207;capek kerja tapi sadar belum ada yg menafkahi;burnout;RPA;-
208;gaji dikit gpp yg pnting bnyk lembur aja;burnout;RPA;-
209;aku dr kecil biasa sendiri ngerasa capek dan i need someone;tidak_burnout;tidak_burnout;-
210;at least saat capek;tidak_burnout;tidak_burnout;-
211;cewek diluar sana pernah mikir kek gini gak ya oiya cowokku pasti capek kerja seharian belum lagi dia harapan keluarga pasti banyak pikiran stresspunya banyak tekanan masa iya aku harus nuntut dia harus peka;tidak_burnout;tidak_burnout;-
212;gaji dikit gapapa warisan dar mak bapaknya yg di amrik gede kok;tidak_burnout;tidak_burnout;-
213;udah capek kerja rodi;burnout;EE;-
214;aku lihat dia nguap lebar pikiran positifku berkata mungkin di capek kerja tapi pikiran negatifku mungkin dia uda bosen ngobrol aku bilang ke dia yawda istirahat sana dia jawab kenapa kamu uda bosen sama aku kaget sih aku kenap dia bisa mikir gitu;tidak_burnout;tidak_burnout;-
215;udh ditahap capek kerja pgn lngsng kaya aja bisa ngga sih;burnout;CY;-
216;capek² kerja tp gabisa nikmatin duit keringet sendiri;burnout;RPA;-
217;inget baikbaik dalam diri mending capek kerja daripada capek;tidak_burnout;tidak_burnout;-
218;aku selalu disini tiap kamu lgi capek kerja seharian dan bilang by capek mau recharge;tidak_burnout;tidak_burnout;-
219;capek kerja markicob cari bapak gula;burnout;CY;-
220;capek banget kebanyakan feeling lonely mau mulai basa basi juga takut kalo balesannya kayak biasa kan aku capek kerja;burnout;EE;-
221;iya anjir capek kerja rodi bagai qudha digaji kagak;burnout;RPA;sarkasme-RPA
222;hahahah capek kerja ga tajir mending cantik bikin konten ditrakteer;burnout;CY;sarkasme-CY
223;capek kerja tp bntar lg gajian;tidak_burnout;tidak_burnout;-
224;ya allahh capek kerja sama dia;tidak_burnout;tidak_burnout;-
225;kalau capek kerja gini pengen banget keluar cuman masih banyak yang binggung cari kerja hm;burnout;CY;-
226;alhamdulilah ngerasain capek kerja lagi;tidak_burnout;tidak_burnout;-
227;capek kerja gak seberapa tp punya temen seruangan yg gak mau berbaur dan diem membisu dan membatu capek bgt mikir salah gue apa fak;burnout;EE;-
228;ketika ibu kasian sm anaknya yg capek kerja lembur trs mo dilaundri bajunya lah anaknya mikir eman duitnya kalo laundri mulu kan ya baleklah w jam hbs lembur capekk trs sambat abistu ibu blg lhawong meh tak laundrike mlh mbo kon ngrendem banyu sabun mesake koe kok;burnout;EE;-
229;cewek pernah mikir gini gak ya;tidak_burnout;tidak_burnout;-
230;b lah walaupun banyak keterbatasan tapi duidnya bisa ditabung kalo yg a hidup elit tapi gaji dikit keburu abis buat ngikutin gaya hidup;tidak_burnout;tidak_burnout;-
231;a bagas maulana b muhammad shohibul fikri;tidak_burnout;tidak_burnout;-
232;work call me lemah banyak ngeluh tp gua capek kerja sistem shift;burnout;EE;-
233;yuk capek kerja muluk;tidak_burnout;tidak_burnout;-
234;ngapain di bawah tekanan kita capek kerja di bawah malah tekanan;tidak_burnout;tidak_burnout;-
235;dengerin dia ceritaaa tentang harinya dipeluk juga jangan lupa ya kadang klo uda capek kerja trs ketemu atau ngeluangin waktu ama orang yg disayang tuh jadi hilang gitu gasi rasa capenyaa;burnout;EE;-
236;dia tau aja kalo buna nya lg capek ㅠㅠ gw dipeluk x ㅠㅠ mungkin ini rasanya capek kerja ilang grgr dipeluk anak sendiri ㅠㅠ;burnout;RPA;-
237;kalo capek kerja gini rasanya pengen dinikahin kwon soonyoung aja;tidak_burnout;tidak_burnout;-
238;galau banget gara gara kerjaan gue udah capek kerja disitu tapi kenapa jalan mau ketempat lain harus kehalang gitu sih;burnout;RPA;-
239;wah capek kerja nih diluar dingin enaknya makan ramyun ga sih gyu;tidak_burnout;tidak_burnout;-
240;yaallah semoga bulan depan keluhanku berubah jadi kerja kerja tipes capek kerja yaallah tp gapapa demi ketemu seungcheol;tidak_burnout;tidak_burnout;-
241;gaji dikit status intern unpaid model tapi kerjaan harus on;burnout;RPA;sarkasme-RPA
242;kalau capek kerja jangan mengeluh capek;tidak_burnout;tidak_burnout;-
243;capek kerja nikah aja kali ya;tidak_burnout;tidak_burnout;-
244;gajiku sebulan cuma jutaan alhamdulillah aku bisa kuliah sampe s tidak merepotkan orang tua san saudara walaupun gaji dikit asal pintar memanage uang insyaallah berkah terimakasih pinjol;tidak_burnout;tidak_burnout;-
245;w kalo capek kerja gini bawaannya pen nikah aja dehhhhhhh;burnout;CY;sarkasme-CY
246;aku daftar ini aja lah siap pijat om om tante tante juga biar cpt kaya capek kerja;burnout;CY;sarkasme-CY
247;sebelum nikah ngerasa me time perlu banget buat jaga kewarasan capek kerja dsb dsb ku fikir abis nikah ga perlu me time keluar karna udh lebih banyak waktu sendiri di rmh;burnout;EE;-
248;capek kerjapesugihan aja apa;burnout;CY;sarkasme-CY
249;capek kerja pagi siang malem tapi gabisa nabung buat diri sendiri;burnout;RPA;sarkasme-RPA
250;lemes cuuk capek kerja ama orang;burnout;EE;-
251;yg trakhir min uda capek kerja dtg ksana sore cm mau dpt spot duduk yg penting bisa liat atlit main plus tepuk tangantepok balon sederhana bgt ya min bukan supporter garis keras;tidak_burnout;tidak_burnout;-
252;capek kerja pengen nikah;burnout;CY;sarkasme-CY
253;yaallah ini bener bgt aku semalem capek kerja lg di busway tbtb juyeon update pm yaallah capek langsung sebadan badan reallll;tidak_burnout;tidak_burnout;-
254;bingung jawab pertanyaan begini semakin besar gaji beban dan tanggung jawabpun lebih besar gaji dikit pun kalau hanya cukup untuk kebutuhan pusing juga;burnout;RPA;-
255;iya ini parah temen toxic atasan toxic kerjaan banyak gaji dikit apa yang harus gue perjuangin lagi;burnout;RPA;-
256;prinsipku skrg penting kerja nuruti gengsi yg ada akan stuck disitu terus;tidak_burnout;tidak_burnout;-
257;pernah gak sih lu udah capek kerja trus tidur buat istirahat malah di dalem mimpi lu kerja lagi;burnout;EE;-
258;gaji dikit tapi problematik nya naidzubillah;burnout;RPA;-
259;from capek kerja tapi mau ketemu seventeen to gimana kalau udah ketemu seventeen gasuka sama aku;tidak_burnout;tidak_burnout;-
260;b sihh dari pada a kamu gampang kemana banyak hiburan tp gaji dikit percuma aja sih;tidak_burnout;tidak_burnout;-
261;kalo boleh milih mending dirumah walau capek kerja ga beres² setidaknya ga ketemu orang toxic;burnout;CY;-
262;wkwk bener dulu waktu gue kuliah di merc mostly anaknya yg tipe nongkrong dan gengan kalo ga ikut ngumpul diomongin toxic bgt beda sama kampus gue yg skrg mungkin krn ambil kelas karyawan jadi kebanyakan abis capek kerja dan kuliah terus lgsg balik;burnout;EE;-
263;mau nikah sama lijen capek kerja woii;burnout;CY;sarkasme-CY
264;bawa motor sambil nangis wkwk sering apalagi kalo capek kerja;burnout;EE;-
265;sumpah jumat lama bgt ga dateng aku capek kerja;burnout;EE;-
266;tidur yok ca capek kerja wkwk;burnout;EE;-
267;also he said kamu tuh udah capek seharian kerja kita udh capek kerja seharian juga jadi gausah lah mikir yg aneh capek sendiri kamu nya kan kita seharian baik aja di kantor juga ketemu biasa aja kan maapkan pcrmu yg sll overthinking;tidak_burnout;tidak_burnout;-
268;semangat kerjanya jen kata orang mending capek kerja daripada cape cari kerja;tidak_burnout;tidak_burnout;-
269;capek kerja cuk plis mau libur aja;burnout;EE;-
270;alhamdulillah capek kerja terbayarkan;tidak_burnout;tidak_burnout;-
271;where is my bibubb then ak jg capek kerja tt;burnout;EE;-
272;bener kalo kerja sesuai dengan passion lo lo ga akan capek kerja nya gw dah ngerasain itu sendiri wkwkwk;tidak_burnout;tidak_burnout;-
273;mas wou dan chan weekend ini ngapain aja niih minti hueee sori telat jawab weekend ini mereka bengong di penthouse aja capek kerja kuliah ___;tidak_burnout;tidak_burnout;-
274;tp kdg kalo abis boros berkedok self reward tu rasa capek kerja dan stressnya itu terbayar gt loh we kek mnrt aku yauda gpp uang bisa dicari tp kesempatan blm tentu dtg kali;tidak_burnout;tidak_burnout;-
275;capek kerja tapi gabisa ngehasilin sesuatu tu capeknya berlipatlipat;tidak_burnout;tidak_burnout;-
276;kalo liat ini capek kerja seharian kek kebayar gitu yuk bisa cepet kelar ya biar bisa nabung buat yang lain;burnout;CY;-
277;keinget tementemenku yang tergolong independent woman fokus ke karier tapi sisi lainnya pada pengen jadi trophy wife karena capek kerja;burnout;CY;sarkasme-CY
278;capek banget anjir kerja bisa gak tiba tiba jadi kaya raya langsung siapapun yang mau ngadopsi w ayolah tapi harus kaya banget ke sisca kohl capek kerja;tidak_burnout;tidak_burnout;-
279;capek kerja itu wajar dimana mana kerja gaenak makin tinggi gaji yang diterima ya makin tinggi juga konsekuensi yang didapat ya ga sih;tidak_burnout;tidak_burnout;-
280;capek kerja ikut orang chinese;burnout;EE;-
281;gua capek kerja cuma untuk ga dihargain seenaknya aja ambil keputusan ga ada mau denger pendapat gua bgst;burnout;RPA;-
282;deobi luckiest fandom ever lu bayangin capek kerja disuguhin vlive adem moonbae malemnya dibikin ketawa random tiktoknya mereka tengah maleman dikit dimanjamanja di pm ini hati isinya bungabunga yallah gaada waktu utk sedih;tidak_burnout;tidak_burnout;-
283;always choose the first option lebih baik capek kerja daripada capek cari kerja kecuali anak sultan batubara;tidak_burnout;tidak_burnout;-
284;masa iya dh lama sih sksk sihh nggak ada yg special cuma capek kerja btw kamu gmna harinya;burnout;EE;-
285;pingin pulang capek kerja;burnout;EE;sarkasme-EE
286;pas capek kerja dikira liburan bakal nyelesain eh ternyata tetep capek wkwkwkw;burnout;EE;-
287;bingung sama manusia yg kerjaannya meratapi nasib sengsara stress gaji dikit atau apa daripada gaguna stressan coba naikinnnn diri lu cuuuuooooeegggg belajar bahasa kuliah ikut les belajar keterampilan lain yakin bgt org tinggi bakal dikasi tempat tinggi jg;tidak_burnout;tidak_burnout;-
288;aku pernah ldr dan cowokku jg ilangan alesan capek kerja eh ternyata suami org;tidak_burnout;tidak_burnout;-
289;makasih ya apo aku tuh sebenernya lagi capek kerja terus liat kamu hari ini lucu banget mood aku langsung naik;tidak_burnout;tidak_burnout;-
290;capek kerja keras kerja yang sambil tiduran gak ada kah pengen switchover karir ke kerja remote rasanya ketemu orang banyak itu melelahkan;burnout;EE;-
291;capek kerja disini pengen dpt kerja yg enak gaji gede huhuhuu;burnout;CY;-
292;bayangin ketika lu capek kerja bahkan hampir collapse ada yg siap sedia ngobatin ngejaga merhatiin pola makan ngingetin soal jam kerja yg gk boleh berlebihan etc iri banget bangkeeee mau pasangan kayak aresh;burnout;EE;-
293;capek bgt punya kerjaan gini gaji dikit kondangan mulu gabut apa guru honorer itu sebenarnya gak cocok buat orang kismin kayak aku ya gaji habis dalam sekejap belum lg beli ini itu mau beli lotion aja mengkis mengkis belum lg kalo orang rumah minta duit gila lama;burnout;RPA;-
294;tapi lebih capek cari kerja daripada capek kerja;tidak_burnout;tidak_burnout;-
295;kalo sy sih mending capek kerja dapet duit;tidak_burnout;tidak_burnout;-
296;mending capek kerja drpd capek nyari kerja;burnout;EE;-
297;apa nya yg keren capek kerja;burnout;CY;sarkasme-CY
298;capek kerja mau jadi peliharaan sugar daddy;burnout;EE;-
299;capek kerja capek bgt hidup ya tuhan;burnout;RPA;-
300;pernah ngerasa gue capek kerja tapi kok hemat bgt ga beli brg yg gue mau beli yg emng butuh aja gt ga travelling ataupun naik gunung aja gue stop sekedar makan wah aja jarang bgt malah nyambi biayain kuliah adek kasih nyokap mikir tabungan anak;burnout;RPA;-
301;dikira gak capek kerja sambil jaga bocil sapu cuci piring ngepel masih gue lagi yang harus ngerjain semuasemuanya;burnout;EE;-
302;alhamdulillah sih capek kerja tapi ada senengnya pas gajian;tidak_burnout;tidak_burnout;-
303;selama ini ngeluh capek kerja tp pas liat gaji naik makin semangat anjrittt;tidak_burnout;tidak_burnout;-
304;bisa ga jd simpenan pejabat aja pgn cepet kaya ga capek kerja tp duit cuma kerasa seminggu;burnout;CY;sarkasme-CY
305;lebih nyaman capek kerja di lapangan keknya ketimbang kek gini;burnout;EE;-
306;capek kerja capek idup nongkrong cari hiburan malah suruh mikir tugas kewenangan pulici;burnout;EE;-
307;lu ninggalin kerjaan bakala ada keluarga lo di belakang pacar lu mah paling belakang duit duit duit duit itu dibutuhkan dik mending capek kerja dripd capek cri kerja hehehhe x;tidak_burnout;tidak_burnout;-
308;udah ngerasain capek kerja karena lingkungannya gak mendukung wkwkw;burnout;CY;-
309;bayangin pas km capek kerja msuk kamr rebahan di kasur eh saling menatap ama lijen apa ga mood booster hahahaa;tidak_burnout;tidak_burnout;-
310;ges capek kerja semangatin dongg;burnout;EE;-
311;pengen bgttt dpt duid sendiri yassalamm tp susah bettt rasanya ketemu orang bikin capek kerja apa yg gak harus ketemu banyak orangg woyy tiba² gak kepikiran;burnout;EE;-
312;capek kerja itu indah;burnout;EE;sarkasme-EE
313;ndak tau cuman kalo capek kerja pikirannya haluin punya sugar daddy gak sie kayak sugar daddynya sugaring candy;burnout;CY;sarkasme-CY
314;hanya menggeleng untuk membalas bahwa ia tidak masalah;tidak_burnout;tidak_burnout;-
315;lah elo kalo capek kerja ada istirahat entah nonton entah tidur ga bego banget sih mikir emang presiden itu robot kerja punya otak jgn dkt sama pantat makanya ga bisa mikir omongan loe bau makanya kek kentut kadrun;tidak_burnout;tidak_burnout;-
316;capek kerja tp ga kerja tambah capek;tidak_burnout;tidak_burnout;-
317;penting jangan ngomong capek kerja pengen di nafkain;tidak_burnout;tidak_burnout;-
318;gak semua obat capek kerja itu hiling bisa jadi obatnya resign;burnout;CY;-
319;mau ngeluh capek kerja tapi nanti gak boleh kerja ama suami kan galau;burnout;EE;-
320;ah pantesannn directornya hometown chax huhuhu ini drama yg sangat tepat untuk ditonton stlh capek kerja dan terjebak kemacetan;tidak_burnout;tidak_burnout;-
321;masih capek kerja lagi njirr;burnout;EE;-
322;eh pokoknya lu mah kerja buat diri sendiri aja mel yg capek capek kerja kan lu;tidak_burnout;tidak_burnout;-
323;capek kerja tapi harus inget nyari kerja lebih capek lagi;tidak_burnout;tidak_burnout;-
324;sumpah rasanya mo nangis langsung tapi harus tahan tahan lagi masak gaboleh nangis tapi ya tetep aja netes kek kayak akutuh capek kerja tapi selalu ku usahain untuk anda weh tapi napa di sepele in sii;burnout;RPA;-
325;capekcapek kerja biar bisa nabung untuk membawa hubungan ke arah yg lebih baikk ehhh malah diselingkuhin sama pengangguran;burnout;RPA;sarkasme-RPA
326;itu sih emg dianya yg males dan gak mau berusaha gak tau diri keenakan apa sm km makanya dia makin gk minat buat nyari kerja krna mikirnya bakal trs km biayain dgn senang hati tinggalin aja cowo kaya gitu km udh capek kerja hasilnya dinikmatin cowo macem itu aku sih no;burnout;RPA;-
327;capek kerja balik beli nasgor biar deket eh nasinya keras bgtttt kesel tp bsa apa;burnout;EE;-
328;capek kerja di sini tuh apa kalau salah pasti ke gue kenapa gk dicek kenapa bisa kelolosan kenapa bisa kejadian;burnout;RPA;-
329;awkwkwkw inget lah itu aku lg ketik kerjaan kl capek kerja rep pakai laptop terus kek pindah ke nonton youtube jd rep d hp sampe skrg masi suka gitu makanya seneng twitter for xx ud g keliatan;burnout;EE;-
330;lebih enak capek kerja dripada capek cari kerja semangat kak;tidak_burnout;tidak_burnout;-
331;capek bgt hari ini siapapun tolong share meme capek kerja;burnout;EE;-
332;ac ku bocor netes air ngadulah aku ke mamake;tidak_burnout;tidak_burnout;-
333;p info sugar daddy capek kerja;burnout;CY;sarkasme-CY
334;klo capek kerja ada hasil nya yaa gpp lah ini mau ngasih gaji aja susah bgt;burnout;RPA;-
335;buat trus cuma dikit aja tuh bacot d diemin lah eh pas pertengahan smk taun an kali ya balik lagi udah lulus off lagi karna gak rame dan capek kerja juga baru deh an main lagi haha;burnout;EE;-
336;biasanya capek kerja tapi hari ini capek jalan jalan hehe;tidak_burnout;tidak_burnout;-
337;gue capek kerja pas waktu libur emang pengen dibawa rebahan karena emang waktu nya itu doang;burnout;EE;-
338;udah putusin aja nanti klo punya suami males kaya gitu tekanan batin;tidak_burnout;tidak_burnout;-
339;prinsip kami capek capek kerja tiap hari tapi ga menikmati ya buat apa;burnout;CY;-
340;kl dipikir pikir daripada capek kerja pagi sampe sore lebih enak rebahan sambil bergelimang harta gasih;burnout;CY;sarkasme-CY
341;te aku pgn jd org gede kek tante uangnya banyak bisa beliin aku sepatu sama beliin adek emg kakak mau cepet gede;tidak_burnout;tidak_burnout;-
342;temen seteam buru resign gara capek kerja ga libur pdhal cma mau libur sehari hari;burnout;CY;-
343;kalo lagi capek kerja gini pengennya di nikahin aja biar ada yg nafkahin;burnout;CY;sarkasme-CY
344;yg lagi capek kerja jadi lagi bengong nih;burnout;EE;-
345;demi allah lg di fase capek kerja;burnout;EE;-
346;kuliah capek kerja capek biar g capek mati aja sekalian gasi wkwkwk;burnout;EE;sarkasme-EE
347;kenapa ada aja org yg ga mikirin org lain padahal sama sama puasa tapi buka puasa sholat magrib lanjut isya ga mikirin org lain tau kalau capek kerja jam tapi fikirin juga org lain nungguin;burnout;EE;-
348;sekolah lagi gara capek kerja yg efek takut kerjanya sampe sekarang or just me being lazy;burnout;EE;-
349;aku capek kerja pengen nikah sama choi hyunsuk;burnout;CY;sarkasme-CY
350;nikah aja kali ya aku sama jungkook biar gak usah capek kerja;burnout;CY;sarkasme-CY
351;kadang capek kerja pengen leha dan jadi istri orang kaya aja aamiin part of;burnout;CY;sarkasme-CY
352;rek rasane atiku ambyar seketika aku capek kerja buat ngebesarin adekku tiap bulan aku kasih uang bulanan buat makan ternyata uangnya malah buat ngebiayain pacarnya sekolah yg paling bikin dadaku sesek adekku buat makan malah utang kemana;burnout;RPA;-
353;kaya raya selamanya biar ga capek kerja;burnout;CY;sarkasme-CY
354;capek kerja sama capek cari kerja kalo dialami di waktu yg bersamaan tuh rasanya bener extra x melelahkan apalagi support system cm diri sendiri huhuhu;burnout;EE;-
355;ini jatuhnya kek nyindir mungkin pesannya lebih diterima sama anak kalo dibicarakan baikbaik ortu capek kerja tuh bener dan ortu pengen nilai bagus tuh wajar tapi penyampaiannya gak gini juga sebagai ortu masa sesuatu yang bisa nyakitin hati anak malah di post secara publik;tidak_burnout;tidak_burnout;-
356;bapak ibu gue juga capek kerja banting tulang biar bisa angkat derajat keluarga tapi ga pernah ngelakuin hal kaya yg sender kirim nilai un gue jeblok juga bapak gue ketawa ga nuntut apa itu juga ga bikin gue leha gue tetep kerja keras semampu gue;tidak_burnout;tidak_burnout;-
357;kalau aku lagi capek kerja aku selalu ngambil jeda untuk mengingat saatsaat aku jadi pengangguran rasanya gak enak banget merasa rendah diri nista hina dina dan males banget bangun tidur tetiba mak jedar jadi semangat lagi banyakin syukur masih punya kerja dan uang;tidak_burnout;tidak_burnout;-
358;akhir akhir ini sering bgt ngeluh capek kerja;burnout;EE;-
359;tanyarl apa aku harus minta maaf duluan ke dia selama ini biaya periksa dan kebutuhanku di tanggung orang tuaku mereka juga yang nemenin aku periksa suamiku selalu ngeluh capek kerja padahal tiap pulang kerja nongkrong dulu sm temennya;tidak_burnout;tidak_burnout;-
360;yups benerr klo capek kerja masih dapet cuan;tidak_burnout;tidak_burnout;-
361;capek kerja dapet cuan capek tidur dapet apa;tidak_burnout;tidak_burnout;-
362;capekcapek kerja mau jadi anj;burnout;CY;-
363;call me durhaka but i kinda hate to stay home during univ break karena capek kerja jing;burnout;EE;-
364;capek kerja pengen nikah aja;burnout;CY;sarkasme-CY
365;paling bingung kalo ortu bilang trus apa gunanya kau dilahirkan paling sangat dirasakan kalo jadi anak pertama cewek paling ga mengerti kitanya capek kerja skripsi dan ortu anggap remeh semua itu nnti kita keluarkan opini dibilang kurang ajar suka ngebantah;burnout;RPA;-
366;capek kerja fisik bisa dipijitin capek kerja otak ini nih yang harus diapain rasanya mau ngapangapain aja pikiran resah;burnout;EE;-
367;protes gaji dikit kontribusi ke perusahaan gak ada;tidak_burnout;tidak_burnout;-
368;capek kerja deh apa gue live tiktok sambil mandi lumpur aja kali ya;burnout;CY;sarkasme-CY
369;yupp kadang cuma butuh keheningan pulang capek kerja istirahat bukan malah ditanya gaji brpuang tabunagn brppunya duit brrp dll;burnout;EE;-
370;kerja wfh capek kerja wfo lebih capek ga kerja lebih capek;tidak_burnout;tidak_burnout;-
371;percayalah kmu sender klo nnti udh capek kerja kantoran bawaannya pngen jd ibu kos bae;burnout;CY;sarkasme-CY
372;kalo lagi capek kerja bawaanya pengen harta;burnout;CY;-
373;aman nder ga perlu terlalu sering minta maaf juga kan ketiduran karena capek kerja kalo emang si cwo gamau ngerti ya brati areke pengangguran;tidak_burnout;tidak_burnout;-
374;alhamdulillah balik istp setelah capek kerja gue berubah jadi isfj dan isfp;tidak_burnout;tidak_burnout;-
375;lg ngerasa jenuh kerja luar kota stress krn hidup sendirian nya lingkungan yg super duper sangat amat individualis di kantor capek di kosan jg stress capek banget pulang ke crb adlh sesuatu hal yg ditunggu tiap bulan;burnout;EE;-
376;pgn ngeluh capek kerja tapi ada yg kerja jam sehari;tidak_burnout;tidak_burnout;-
377;pengen kawin ama dpr ian aja capek kerja;burnout;CY;sarkasme-CY
378;lagi capek kerja bgt pdhl besok org libur tapi gue engga makin ngerasa capek;burnout;EE;-
379;kadang sebel kalo mood lagi ga bener wkwkw capek kerja diribetin mulu maunya juga cepet pulang tp yaahhh namanya orang tua wkwk nanti kita juga pasti kaya gitu;burnout;EE;-
380;iya mbak li xian jadi kokoh² desa mbak yifei jadi mbak² capek kerja cute bgt karakternya;tidak_burnout;tidak_burnout;-
381;gatega liat suami capek kerja tiap hari tapi gak kaya kaya sabar ya pa mama otw cari suami lagi biar bantuin papa kerja dan kita cepet kaya biar bisa cari pembantu buat mama;tidak_burnout;tidak_burnout;-
382;setuju banget mbokde di desa yang tiap hari capek kerja tuh ya ga bisa dipaksa menerapkan parenting ideal ala para pakar kompleks gais urusane;tidak_burnout;tidak_burnout;-
383;udah tau gaji dikit malah mempersulit hidup dengan hutang ya klo hidup terus klo lu mati keluarga lu yg jadi susah menanggung semua hutang lu;burnout;RPA;-
384;hari berisikin bagol ngeluh ke bagol capek kerja kereta penuh jalanan macet pas bagol punya pacargue yg tau diri dan mikir untuk jaga jarak apalagi gue udh kenal citranya jg krn kl posisi w jd citra blm tentu gue ok sm tmn cowok gue yg selalu berisik;burnout;EE;-
385;gw liat status ig dan wa temen cewek gw yg uda nikah dan punya anak rata ngeluh suaminya ga mau bantuin urus anak alasannya capek kerja tp di rumah main hp mulu padahal anak juga bikinnya berdua knp yg bertanggung jawab cuma istri ya;tidak_burnout;tidak_burnout;-
386;ini kenapa ya stress apa capek kerja kok ga nafsu makan liat makan bawaannya pingin muntah;burnout;EE;-
387;pernah gasih ngerasa bingung mau ngapain kek aku harus produktif harus ngelakuin hal yang bermanfaat padahal seharian udah capek kerja;burnout;EE;-
388;lebih baik capek kerja dari pada gadaa kerjaan ginii capek dan bosennya doble cuy;tidak_burnout;tidak_burnout;-
389;asik kalik ya lg capek kerja tb custnya nct asdfghjkl;tidak_burnout;tidak_burnout;-
390;herannya kalo sm aku kamu ngantuk terus ya alasannya nggak bisa tidur lama capek kerja nyatanya setelah jaga jarak begini aktif terus tuh sosial mediamu;tidak_burnout;tidak_burnout;-
391;ni klo terjadi sm gw beneran ngewujudin mimpi gw capek kerja eh tapi kelar kerja udh dijemput dikey trus di msenyumun sambil di patpat trus dia ngomong u did great today fainted in delusional;tidak_burnout;tidak_burnout;-
392;apa obatnya saat jenuh kerja sampe mikir kerja doang ngga ada hasilnya;burnout;RPA;-
393;bukan tahu diri si bang lebih ke kebutuhan aja apalagi anak pertama perempuan kerja jauh gaji dikit ttp aja dilakuin yang penting keluarga bisa makan sama biayain adek sekolah;burnout;RPA;-
394;lagian lu mau aja anjir capek kerja banting tulang mau aja biayain ceweknya beli barang brended nyampe uang kuliah jg dibiayain fakk;burnout;RPA;-
395;capek capek kerja eh diporotin mokondo;burnout;RPA;-
396;gapapa aku sering lgi capek kerja ngeluh ya allah mau di path² junkyu;burnout;EE;-
397;pasangan yg ngebantu kerjaan rumah cuma ada di tiktok doang ternyata wkwk habis makan;tidak_burnout;tidak_burnout;-
398;kalo ga gtu tidur;tidak_burnout;tidak_burnout;-
399;di kantor pada adu nasip karna gaji dikit dan gabisa nabung terus ada yang nyeletuk tapi kamu sek isok makan ndek rumah dan ga mikir engkok mangan opo;burnout;RPA;-
400;hooo sorry kirain emang misuhmisuh capek kerja di hari senin;tidak_burnout;tidak_burnout;-
401;mending capek kerja drpada cari kerja;tidak_burnout;tidak_burnout;-
402;heran udah capek kerja tapi sampai rumah gegoleran dikit aja udah bingung mau beresin apalagi;burnout;EE;-
403;mau ngeluh capek kerja tapi di sadar kan dengan fakta kalo perempuan senang dengan laki yg humorich;tidak_burnout;tidak_burnout;-
404;entah lagi musim hujan atau emang puncak dingin aja sih suasana nya itu lho bikin jatuh cinta dengan liat city lights beneran ngerasa capek kerja hari kemaren ilang gitu aja;tidak_burnout;tidak_burnout;-
405;masih mending capek kerja daripada capek nganggur;tidak_burnout;tidak_burnout;-
406;capek kerja bukan karena banyak kerja tapi karena dibilang penjilat;burnout;RPA;-
407;capekcapek kerja eh ternyata garis tangan jadi milyarder di umur tahun;burnout;CY;sarkasme-CY
408;bapaknya shanum sudah capek kerja;tidak_burnout;tidak_burnout;-
409;nikah skli aja dah pak mau gmn bentukannya saya rela klo kerja juga mah asal saling ngerti aja saling support bisa dipercaya tentunya klo saling kerja gtu ada uang dikit trus capek kerja ngurus anak;tidak_burnout;tidak_burnout;-
410;lu pikir ibu rumah tangga paling capek suami tuh juga capek kerja seharian belum pressure sana sini ditempat kerjanya pulang mau istirahat dicemberutin suruh beres rumah ingetin aja ini gue mah istri itu ridhonya ada di suami;tidak_burnout;tidak_burnout;-
411;shiit capek kerja mau main gta online ada aja troublenya;burnout;EE;-
412;ya anjing kan udah capek kerja disuruh kerjaan rumah juga terus yg dirumah ngapain hahaha;burnout;EE;-
413;nder selama dia gada kerjaangaji dikit kamu cuma ngertiin doang yah menurutmu selama itu siapa yg nanggung hidupnya nah mungkin kesitulah gajinya pergi dia bahkan gada kewajiban buat ngasih jatah ke kamu dikasih k itu dah lumayan banget loh;tidak_burnout;tidak_burnout;-
414;dari yg gw liat langsung di realita istri itu ngerjain pekerjaan rumah kek masak nyuci dll bukan karena disuruh suami tapi emg mikir suami gw capekcapek kerja nyari duit buat keluarga masa gw di rumah ga ngapangapain;tidak_burnout;tidak_burnout;
415;kalo udah capek kerja kok bawaannya pengen nikah tanpa mikir panjang ada yg sama ga;burnout;CY;sarkasme-CY
416;nder aku mau nitip doa boleh ya tolong doakan rezeki aku dan keluarga lancar sama tolong doain aku biar lolos snbt pliss aku capek kerja pengen jadi mahasiswa aja;burnout;CY;-
417;asalkan alasan nikahnya jgn krn udah capek kerja;tidak_burnout;tidak_burnout;-
